"","review"
"6230","18.7222929000854"
"6231","5"
"6232","9"
"6233","27"
"6234","0"
"6235","121"
"6236","3"
"6237","26"
"6238","0"
"6239","520"
"6240","en"
"6241","majestic elegance winner looking fabulous place spend time lover took new husband birthday treated paradisus pc occasions higher priced budget vacation arrangements vacation bookitcom snag reservation matter fact upgraded request process discovery new property delightful thanks qualified smiling staff elegance club checkin lobby rooms die room spacious appointed nice touches wall decor lighting lcd tv refinements needed minimal identified needs stopped thoroughly enjoying stay indoor jacuzzi outdoor spa private rooftop deck wow wow againfood delicious best beef eaten dr steakhouse evening meals italian restaurant left wanting seafood pretty darn good beat paradisus seafood category enjoyed japanese restaurant tried gourmet french assessed feedback leaving accurate menu limited nt feel need venture terrific options buffet options terrrific select thing nt tastyhotel grounds beach fabulous beach lovely chairs bali bed available making reservation elegance club staff drinks delivered chair like walkup bars close staffed evening entertainment thought shows fun professional quality wellestablished properties feel lobby bar wonderful seating areas inviting guests mingle meet new friends night interesting people talk party bug spray mosquitoes nuisance definitely noticeable feel property want fog pests early evening bayall feel risky propostion turned extremely given newness establishment causes want plan return hard touch quality allinclusive paradisus experience feel experience rivaled percent investment words loved"
"6242","18.7223451137543"
"6243","5"
"6244","9"
"6245","27"
"6246","0"
"6247","121"
"6248","3"
"6249","26"
"6250","0"
"6251","521"
"6252","en"
"6253","loved majestic elegance just got home week elegance say wonderful finished yes open issues nt experience great staff went way cater need renewed vows perfect ms garcia guest services took care needed evening like magic great plenty bug spray mosquitos horrible worst bottle thereall restaurants good nt think likeit like heaven drinking champagne day laying pools beach swim room elegance club gorgeous elegance members use colonial wellcheck michael jackson went excursions outback safari best"
"6254","18.7224130630493"
"6255","5"
"6256","9"
"6257","27"
"6258","0"
"6259","121"
"6260","3"
"6261","26"
"6262","0"
"6263","522"
"6264","en"
"6265","great potential just want special thanks animation team went way provide best service great employees lot fun aroundwe look forward seeing visitgerd brockelmann greg pape rest port hardy crew"
"6266","18.7224729061127"
"6267","5"
"6268","9"
"6269","27"
"6270","0"
"6271","121"
"6272","3"
"6273","26"
"6274","0"
"6275","523"
"6276","en"
"6277"," finished writing hotel complete close really room fine stuff stopped working hot water jacuzzi safe malfunctioned light fixture toilet started leaking water night exposed electrical wires awakened sounds continuing construction restaurants open ones great planning stay months strongly recommend finding s trying hours checking"
"6278","18.7225489616394"
"6279","5"
"6280","9"
"6281","27"
"6282","0"
"6283","121"
"6284","3"
"6285","26"
"6286","0"
"6287","524"
"6288","en"
"6289","good lazy read posts probably repeat husband stayed hotel august nd birthday sure far city center gets away nastiness amsterdam happy center hotel kept clean free breakfast nothing write home options european hotels cool latte machineif looking party place traveling days sightseeing perfect def stay"
"6290","18.722601890564"
"6291","5"
"6292","9"
"6293","27"
"6294","0"
"6295","121"
"6296","3"
"6297","26"
"6298","0"
"6299","525"
"6300","en"
"6301","amsterdam weekend stayed novotel th august st september arrived schipol hrs bought allinone ticket gave train rai station tram bus transport days euros checked hotel just noon easy staff reception excellent room hrs room spotless teacoffee minibar adequate wardrobe hangers shelves dressingtable space good large double bed comfortable stayed previous occasions bedrooms recently upgraded rest hotel undergoing work inconvenience bar cosy ground floor deter sleep restaurant nice atmosphere good menu average appetite amsterdam want la carte menu nice good cooking ott prices good breakfast brilliant plenty hot food cereals fruits yogurts juices cold meats breads cakes various types piping hot tea coffee different coffees teas suit taste buds staff friendly tables cutlery spotless modern hotel say nt typically dutch style easy town tram way choice hotel look forward visit thank novotel"
"6302","18.7226800918579"
"6303","5"
"6304","9"
"6305","27"
"6306","0"
"6307","121"
"6308","3"
"6309","26"
"6310","0"
"6311","526"
"6312","en"
"6313","great hotel brilliant hotel better half friend went nights say nicer hotels visited staff friendly helpful courteousthe room quaint comfy warm bathroom nice speakers built ceiling play whats tv gets little annoying picked hotel far city centre away hustle bussle breakfast lovely set ready day highly recommend place anybody"
"6314","18.7227380275726"
"6315","5"
"6316","9"
"6317","27"
"6318","0"
"6319","121"
"6320","3"
"6321","26"
"6322","0"
"6323","527"
"6324","en"
"6325","globus tour stayed globus tour tram bustrain station minutes away helpful staff room nice clean stay"
"6326","18.7229299545288"
"6327","5"
"6328","9"
"6329","27"
"6330","0"
"6331","121"
"6332","3"
"6333","26"
"6334","0"
"6335","528"
"6336","en"
"6337","awesome upgraded higher floor night honeymoon ecstatic hotel super cool design invisibleshower drain room number lit hallway floor cage surrounding entire building super comfortable bed free wireless awesome roof terrace suitable warmer weather room service extremely reasonable terrible exchange rate cdn free nespresso machine room staff awesome getting sameday reservation michelin star restaurant madrid day left definitely recommended"
"6338","18.7231209278107"
"6339","5"
"6340","9"
"6341","27"
"6342","0"
"6343","121"
"6344","3"
"6345","26"
"6346","0"
"6347","529"
"6348","en"
"6349","pink black funky modern building great location minutes walk ramblas gothic centre stylish modern rooms watch curved bedside table friendly staff good food"
"6350","18.7232260704041"
"6351","5"
"6352","9"
"6353","27"
"6354","0"
"6355","121"
"6356","3"
"6357","26"
"6358","0"
"6359","530"
"6360","en"
"6361","time booked break barcelona barcelo raval knew new hotel just new arrived day actually opened feeling guinea pig staff helpful got feeling come work time morning nt quite know way things getting drink bar swift exercise smiling nt really bother usthe room clean tidy worked curtains opened pressing button ask reception work coffee machine aided pleasant member staff dark work fine thing nt keen open plan nature room shower shower lovely large bedroom luckily loo separate compartment sliding door opened drawer wardrobe area left open loo trapped view roof terrace amazing degrees cityvery centrally placed las ramblas tourist buses great way city pay fare hop want route super visit barcelona certainly recommend barcelo raval wanting central hotel city"
"6362","18.7233760356903"
"6363","5"
"6364","9"
"6365","27"
"6366","0"
"6367","121"
"6368","3"
"6369","26"
"6370","0"
"6371","531"
"6372","en"
"6373","great hotel dont drink bottled water modern funky hotel located minutes walk away las ramblas great base explore city people mentioned dodgy characters streets honest didnt bother wernt bothered people feel intimidated room rd floor bath shower middle room picture seen previously roof terrace provided great panoramic views city nespresso machine great produced excellent smooth coffee used staying hotels provide complimentary water hotel bottle water cost euros beware good hotel good manderin oriental kl service"
"6374","18.7234880924225"
"6375","5"
"6376","9"
"6377","27"
"6378","0"
"6379","121"
"6380","3"
"6381","26"
"6382","0"
"6383","532"
"6384","en"
"6385","brilliant hotel wonderful staff funky interior just arrived day trip barcelona days hotel clean new excellent friendy staff speak highly hotel favourite level spent night drinking terrece looking lights citybarcelona offer stay went barcelona soccor match amazing definatly worth visit spent day fab tour bus pay e day ticket e days hop bus arounnd city fell love food market rambles main high street got smoothies euro packet fruit euro morning breakfast evenings meals usually dearer e starter mains desert look special offer meals displayed door restaurant total barcelona fab city art bulidings history food beautiful clean beach soft fluffy sand highly recocommend"
"6386","18.7235879898071"
"6387","5"
"6388","9"
"6389","27"
"6390","0"
"6391","121"
"6392","3"
"6393","26"
"6394","0"
"6395","533"
"6396","en"
"6397","fab funky difo going just returned night stay barcelo raval hotel experience brillant hotel design bright fresh funky modern booking try th floor views amazing loved gadets lights room suitable couple staying reception staff helpful spoke good english difo love come hotel drawback location day felt safe walking las ramblas night recommend got taxis pm hotel guest views differ couple vast experience traveling didnt feel safe nite fab new cocktail restaurant opened near hotet called blue rita l totally enjoyed champagne great price"
"6398","18.7236559391022"
"6399","5"
"6400","9"
"6401","27"
"6402","0"
"6403","121"
"6404","3"
"6405","26"
"6406","0"
"6407","534"
"6408","en"
"6409"," understanding booked hotel inlaws weekend away unfortunately electrical storm sydney inlaws make flights cancelled called offer voucher time organise flights told terribly disappointing felt hotel understanding situation"
"6410","18.7237188816071"
"6411","5"
"6412","9"
"6413","27"
"6414","0"
"6415","121"
"6416","3"
"6417","26"
"6418","0"
"6419","535"
"6420","en"
"6421","nice hotel better looks stayed nights hotel george street fairly close central station looks retro outside inside clean appeasing staff polite professional rooms televison safe refridgerator ironing board iron desk airconditioning bathroom shower little dated clean comfortable bar restaurant"
"6422","18.7237799167633"
"6423","5"
"6424","9"
"6425","27"
"6426","0"
"6427","121"
"6428","3"
"6429","26"
"6430","0"
"6431","536"
"6432","en"
"6433","excellent cheap meals stayed great southern hotel nights incl weekend room adequate location great access transport walking shopping meals bar excellent value good quality try gram rump steak chips salad round stay pleasant minor problem occasional noisy guests corridor requested quiet room booking way nt problem"
"6434","18.7238519191742"
"6435","5"
"6436","9"
"6437","27"
"6438","0"
"6439","121"
"6440","3"
"6441","26"
"6442","0"
"6443","537"
"6444","en"
"6445","good location problems hotel good location close train station darling harbour china town paddys market etcalthough staff rude friendly deactivated card room caused lift work stuck lift daughter scared shaking nt apology tried charge extra booking hotel room"
"6446","18.7239339351654"
"6447","5"
"6448","9"
"6449","27"
"6450","0"
"6451","121"
"6452","3"
"6453","26"
"6454","0"
"6455","538"
"6456","en"
"6457","good budget accomodation stayed nights recently weekend budget accomodation nt faultedif fan art deco love hotel restored original fittings new hotel matches got good deal night single rooms location hotel fabulous want visit capitol theatre went billy elliot musical minute walk hotel ideally situated darling harbour paddy market chinatown central stationthe rooms small quiet clean views going sydney harbour views spot catch city circle train circular quay central takes minutes bus stop hotel staff extremely friendly helpful breakfast plentiful fresh recommend hotel nt want spend fortune accomodation need clean comfortable stay"
"6458","18.7240691184998"
"6459","5"
"6460","9"
"6461","27"
"6462","0"
"6463","121"
"6464","3"
"6465","26"
"6466","0"
"6467","539"
"6468","en"
"6469","great staff small rooms definitely star hotel advertised minutecom clean staff fantastic art deco hotel means rooms tinyit decent half hour walk rocks circular quay central station literally road paddy markets far away"
"6470","18.7242259979248"
"6471","5"
"6472","9"
"6473","27"
"6474","0"
"6475","121"
"6476","3"
"6477","26"
"6478","0"
"6479","540"
"6480","en"
"6481","excellent hotel went previous ratings hotel tripadvisor disappointed stayed aug overall excellent hotel quick checkincheckout clean rooms reliable housekeepers good food rooms spacious suites highly recommend hotel leisure business travelers alike"
"6482","18.7243330478668"
"6483","5"
"6484","9"
"6485","27"
"6486","0"
"6487","121"
"6488","3"
"6489","26"
"6490","0"
"6491","541"
"6492","en"
"6493","wow marriott follower wife visited dallas friend grand opening restaurant uptown fish travel somewhat frequently usually nonchain hotels unique experience city visiting trip minute trip hesitantly picked marriott market center location price look marriott hotel experience hotel location short drive went hotel decor modern warm cozy facilities rate restaurant pool room suite king size bed really amazing money best thing service desk restaurant personnel shuttle driver johnny forgot expectations anytime visit dallas marriott market center"
"6494","18.7244009971619"
"6495","5"
"6496","9"
"6497","27"
"6498","0"
"6499","121"
"6500","3"
"6501","26"
"6502","0"
"6503","542"
"6504","en"
"6505","meet dallas nice outdoor swimming pool outside rooms big lobby large hold people met america family"
"6506","18.7244639396667"
"6507","5"
"6508","9"
"6509","27"
"6510","0"
"6511","121"
"6512","3"
"6513","26"
"6514","0"
"6515","543"
"6516","en"
"6517","hate sterling hotel dallas pictures website deceiving hotel dirty beds old cave middle cater truck drivers personnel rude stay hotel cost way average total score"
"6518","18.724543094635"
"6519","5"
"6520","9"
"6521","27"
"6522","0"
"6523","121"
"6524","3"
"6525","26"
"6526","0"
"6527","544"
"6528","en"
"6529","great types fun boyfriend met couple hotel attend party club floor sans souci staff professional pleasant dealing live dallas area just staying upstairs club convenience room walk end night arrived hours couple driving austin staff knew waiting called room soon arrived room newer room clean dallas resident tell hotels closer downtown need nice place stay want immediate downtown area close texas stadium dallas cowboys game great hotel"
"6530","18.7246220111847"
"6531","5"
"6532","9"
"6533","27"
"6534","0"
"6535","121"
"6536","3"
"6537","26"
"6538","0"
"6539","545"
"6540","en"
"6541","nice place recently wonderful stay sterling hotel staff pleasant helpful floor stayed recently remodeled like staying new hotel furnishings room new bed comfortable hotel bed used especially enjoyed karaoke night hotel sports bar inexpensive hotel sterling outstanding value"
"6542","18.7247560024261"
"6543","5"
"6544","9"
"6545","27"
"6546","0"
"6547","121"
"6548","3"
"6549","26"
"6550","0"
"6551","546"
"6552","en"
"6553","trip twilight zone friend stayed sterling hotel dallas birthday march hotel close room assigned floor rennovations loud hammering woke dawn morning awoken times early morning phone calls asking know key issued person listed registration tried enter room sleeping lights beds work air conditioning went suddenly lights mysteriously come calling maintenance man repair air conditioning ruined movie paid nt unusual went floor night club bar birthday drinks little know world entering little informed thought average hotel lounge frequented couples seeking couples make extremely uncomfortable situation common traveler totally mind warping experience twilight zone"
"6554","18.7248919010162"
"6555","5"
"6556","9"
"6557","27"
"6558","0"
"6559","121"
"6560","3"
"6561","26"
"6562","0"
"6563","547"
"6564","en"
"6565","pretty nice experience honest reading reviews little worried staying booked group family function thought overall good experience really liked health club good machines weights room attractive bed bit hard tastes service generally excellent day room late afternoon know happen prices gift shop convenient shopping loved galleria nt bad problem"
"6566","18.7250099182129"
"6567","5"
"6568","9"
"6569","27"
"6570","0"
"6571","121"
"6572","3"
"6573","26"
"6574","0"
"6575","548"
"6576","en"
"6577","nt stay hotel renovated spent money quaility beds marble granite lobby nt sleep lobby beds terrible air unit sound like hitting drum kept awake looks like renovated concerned aesthetics important like central ha quality beds lobby star hotel rooms star"
"6578","18.7250900268555"
"6579","5"
"6580","9"
"6581","27"
"6582","0"
"6583","121"
"6584","3"
"6585","26"
"6586","0"
"6587","549"
"6588","en"
"6589","nice evening preparation dinner concert night town wife decided roll dice star hotel priceline surprise hotel intercontinental came modest rate looking forward stay familiar hotel location wanting try ahead assure reservation king non smoking room friendly young lady phone assured problem staying newly renovated areahaving used priceline past noticed hotels second class citizen treatment arrival staff desk warm friendly quick efficient quickly room key room read earlier review elevators amazingly fast got room little time spare ready head dinner going concert quickly room nicely appointed unpacked quickly changed consistent weekend elevators fast th floor returned hotel late concert bed amazingly comfortable room quiet nice hotel away enjoy class setting friendly service staff members came contact impressed leaving walking hall elevators maids came contact smiled said good morning want add reviews spoke parking fees leery prepared pay valet park reviews mentioned parking friendly older man valet told self parking feet away free nice staff relaxing weekend recommend hotel"
"6590","18.7252008914948"
"6591","5"
"6592","9"
"6593","27"
"6594","0"
"6595","121"
"6596","3"
"6597","26"
"6598","0"
"6599","550"
"6600","en"
"6601","delightful booked room priceline desk asked rooms upgraded section th floor room terrific concur rooms chilly real issue stay renovation room liking great bed great lamps great space nice art walls commercial looking like hotels marble baths granite counter neutrogena soaps comfy furniture nice desk nt booked priceline think pleased price listing website period right tollway near tons great dining options soon think update lobby bit dated certainly fine comfortable friendly checkin good choice"
"6602","18.7252569198608"
"6603","5"
"6604","9"
"6605","27"
"6606","0"
"6607","121"
"6608","3"
"6609","26"
"6610","0"
"6611","551"
"6612","en"
"6613","nice hotel needing break norm decided utilize priceline acquiring hotel area price range needed ended hotel intercontinental dallas addison prior departure read previous reviews regarding hotel quite frankly bit tentative nonetheless struck prebooked destination decided make best disappointed location easy access plenty parking night outx game crouded utilized parking garage big deal main lobby ballroom cavernous room attractive clean provided pretty view area th floor hotel guest night game got little roudy loud hotel staff resolved quickly incident hotel centrally located easy access galleria mall miles away added bonus varied restaurants walking distance truly pleasure travelers utilize alot business aspects hotel certainly prospects needs met normally used westin galleria stays cost prohibitive night hotel got night price believe good value certainly consider returning future"
"6614","18.7253270149231"
"6615","5"
"6616","9"
"6617","27"
"6618","0"
"6619","121"
"6620","3"
"6621","26"
"6622","0"
"6623","552"
"6624","en"
"6625","nice hotel nice hotel nice bathroom amenities nice staff sold room reserved got upgrade gret got renovated rooms good location right toll road"
"6626","18.7253830432892"
"6627","5"
"6628","9"
"6629","27"
"6630","0"
"6631","121"
"6632","3"
"6633","26"
"6634","0"
"6635","553"
"6636","en"
"6637"," intercontinental standards company ran large meeting major client dallas intercontinental november associate visited hotel weeks earlier ensure needs handled satisfied booked meeting roomsunfortunately experience meeting unsatisfactory food mediocre best served inexperienced banquet personnel times nt ordered basic norms business meetings refreshed coffee day nt properly dayswe sent newly custom company polo shirts cleaning day meeting shirts company ceo lost despite fact entire lot managed company shirt washed late night prior meeting day office manager offered pay replacement took nearly weeks event check follow callsthe meeting space needs handled level professionalism care expected supposedly notch chain intercontinental materials shipped hotel week advance arrival associate huge stink management confirming fed ex delivered promised boxes arrived time deeped sixed day unless screamed access meeting materials office cared needs stay spent fairly good dime dayssome rooms renovated great improvement older rooms insist shortly meeting learned director sales quitsupposedly hotel standards low beneath european hotel guy fairness think big reason meeting planning disasterthis director sales offered priority club pts make poor experience months later points credited account hotel substantiate offer thought consider lobby area bar permits smoking place attract lots smokers point lobby nearly time day make non smoker like instantly sick finding clothing stinking smoke minutes wait downstairs wait outside possible lobbyif considering hotel meeting north dallas area suggest avoid hotel purpose nt deserve affiliation intercontinental chain generally experience runs maintains flight properties consider marriott quorum just block instead follow meeting good experience"
"6638","18.7254691123962"
"6639","5"
"6640","9"
"6641","27"
"6642","0"
"6643","121"
"6644","3"
"6645","26"
"6646","0"
"6647","554"
"6648","en"
"6649"," ok continental stayed convention hotel overall ok continental needing upgrading rooms parking major problem convention nt room early park parking garage pay time let rv multiple spaces parking lot inconsiderate fellow hotel stayers relation limited free parking available validate parking patrons nt monte carlo restaurant ok overpriced food service receive hotel deceiving appears getting little age outdated ways elevators slow inconsistent stay dollar price try staff overall helpful courteous helped small refrigerator room charge wanted charge wonderful toll road addison hotel intercontinental got coming going"
"6650","18.7255699634552"
"6651","5"
"6652","9"
"6653","27"
"6654","0"
"6655","121"
"6656","3"
"6657","26"
"6658","0"
"6659","555"
"6660","en"
"6661","mediocre best intercontinental material wow dissapointment usually rest assured intercontinental locations highest order case intercontinental dallas positives entrance impressive location close galleria numerous places eat shop recommend hotel intercontinental ashamed location umbrellafirstly elevators older stale cigarette smoke odor quite noticeable hallways clean appeared ok looked renovated little attention crown molding doors looked cheap walls paperthin entering room hear peron room door urinating right urinating extremely loud hallway felt like person restroom rooms mediocre best bedding horrible usually intercontinentals superb bedding featherbeds comforters location just runofthe hotel bedding cheap mattress cheaper bedding stayed holiday inn expresses owned intercontinental hotels nicer sumptuous rooms bedding bathrooms lackluster older fixtures outdated shower really disappointing towels horrific kid towels holiday inn expresses nicer location cheap order day intercontinental towels extremely disappointed location stay sound like nitpicking complainer price chump booked room straight intercontinental plus fee use gym better hi express hampton inn location cheaper stayed intercontinental atlanta times spoiled amenities intercontinental dallas say intercontinental hotels ashamed location bear usually superior shame intercontinental better"
"6662","18.7256209850311"
"6663","5"
"6664","9"
"6665","27"
"6666","0"
"6667","121"
"6668","3"
"6669","26"
"6670","0"
"6671","556"
"6672","en"
"6673","extra fees room nice quiet extra fees high parking runs day tax room taxes parking night"
"6674","18.7256760597229"
"6675","5"
"6676","9"
"6677","27"
"6678","0"
"6679","121"
"6680","3"
"6681","26"
"6682","0"
"6683","557"
"6684","en"
"6685","dissapointed magnolia maybe expectations high expected line swanky downtown hotel got hotel carpet really needs replacing scratches paint really small old style tv cheap formica countertops room way bright morning lack curtains cheap blinds corner home depot magnolia really needs invest property"
"6686","18.7257549762726"
"6687","5"
"6688","9"
"6689","27"
"6690","0"
"6691","121"
"6692","3"
"6693","26"
"6694","0"
"6695","558"
"6696","en"
"6697"," good bad booked online hotel website printed confirmation record showed fortunately rooms available fee internet service called asked told free little pushing day free told shuttle service mile radius hotel nt tell phone pm elevators slow stairs closed private party valet took minutes car room spacious clean quiet location convenient destintation dallas terrible probably try different hotel time just felt lied hotel"
"6698","18.725811958313"
"6699","5"
"6700","9"
"6701","27"
"6702","0"
"6703","121"
"6704","3"
"6705","26"
"6706","0"
"6707","559"
"6708","en"
"6709","nice lacking high hopes hotel wanted stay lobby beautifully decorated continential breakfast better thing know rooms sound proof neighbor flushes commode takes shower hear night long valet entry little odd find complaints circled block oncethere iron cactus walking distance great food drinksthe rooms nice just loud"
"6710","18.7258670330048"
"6711","5"
"6712","9"
"6713","27"
"6714","0"
"6715","121"
"6716","3"
"6717","26"
"6718","0"
"6719","560"
"6720","en"
"6721","going cuz loved originally booked hotel valentines weekend getaway purchased magical package included fresh fruit champagne room beautiful suite robes cd romatic songs cookies mild delivered room bedtime fresh cook order breakfast delivered room morning loved hotel heart downtown dallas"
"6722","18.7259209156036"
"6723","5"
"6724","9"
"6725","27"
"6726","0"
"6727","121"
"6728","3"
"6729","26"
"6730","0"
"6731","561"
"6732","en"
"6733","nice place town couple days wanted stay downtown chose magnolia hotel impressed hotel overall old historic building lots charm renovated recently beds comfortable plush milk cookies evening nice touch thing impressed pm desk staff girls fairly new fully trained enjoyed stay stay visit"
"6734","18.7259690761566"
"6735","5"
"6736","9"
"6737","27"
"6738","0"
"6739","121"
"6740","3"
"6741","26"
"6742","0"
"6743","562"
"6744","en"
"6745","great stay corner room stayed memorial day weekend thursday friday night stay great room clean kept bed comfortable sheets nice best view room reservation asked high floor checked asked corner room heard rooms alot windows boy right let prior reviewer review titled poor suffered construction going street heard noise st floor ca nt speak comments continnental breakfast say nt continental breakfast hot breakfast thought free breakfast great assorted muffinspastries kinds juice kinds yogurt different cereals milk friut starbucks coffee overall stay great stay went dallas far concerned magnolia great deal"
"6746","18.7260429859161"
"6747","5"
"6748","9"
"6749","27"
"6750","0"
"6751","121"
"6752","3"
"6753","26"
"6754","0"
"6755","563"
"6756","en"
"6757","great liked huge rooms central location great bed wireless internet room fee disliked waiting hour check hour red eye paying internet lack good restaurants nearbyover really enjoyed stay magnoliathe clean rooms largest seen include kitchen seperate living area huge tub shower combo modern decorwe comfortable bed room quiethotel min walk jfk museum sitesfort worth min drive awayunless car bit ghost town dark large barrestaurant door magnolia looks goodhad problem valet service busy therestarbucks foyer building love pastries definitely recommend magnolia stay dallas"
"6758","18.7261259555817"
"6759","5"
"6760","9"
"6761","27"
"6762","0"
"6763","121"
"6764","3"
"6765","26"
"6766","0"
"6767","564"
"6768","en"
"6769","perfect business travel pleasure magnolia hotel perfect town citywide event staying magnolia days group sales team superb attentive accomodating organized polite rarety planning group travel days ca nt say loved look feel hotel located heart downtown walking distance desireable location dallas nt walk hotel provides courtesy shuttle starbucks attached hotel complimentary breakfast standard morning foods coffee day fresh baked cookies evening guests tickets good fee drinks hotel bar night stay evening room service coordinate fb needs daytime mentioned great valets evening desk team people really make place rates reasonable boardroom suite boardroom suites check website magnificent plenty room meetings day wa kitchen living area bedroom br suites gorgeous rooms great nt stay historic floors bet splendid major bonus entertainment food nights magnolia entertainment provided city square night breakfast tiffany night concert excellent restaurants immediate area iron cactus metropolitan campizzis jerabom negatives elevators really slow times usually guests bc staff usage times ended taking flights stairs main lobby waiting length elevator fully set high speed internet planning soon wifi business pleasure magnolia place stay downtown dallas"
"6770","18.7262101173401"
"6771","5"
"6772","9"
"6773","27"
"6774","0"
"6775","121"
"6776","3"
"6777","26"
"6778","0"
"6779","565"
"6780","en"
"6781","great location stayed magnolia rd year anniversary impressed decor urban classic enjoyed cocktail hour free drinks fancy quaint little bar area overlooking city location great right middle downtown close deep ellum clubs north dallas resturants love french bistro jerobaum street great food atmosphere definately soon"
"6782","18.7262670993805"
"6783","5"
"6784","9"
"6785","27"
"6786","0"
"6787","121"
"6788","3"
"6789","26"
"6790","0"
"6791","566"
"6792","en"
"6793"," bad probably stay room nice hotel staff location good west end activities slept good matress hassel parking arrived hotel concert late paid park street left morning paid night good pay stayed bradford homesuites origionally planned cheaper parking far away"
"6794","18.7263329029083"
"6795","5"
"6796","9"
"6797","27"
"6798","0"
"6799","121"
"6800","3"
"6801","26"
"6802","0"
"6803","567"
"6804","en"
"6805","loved hotel lawrence hotel lawrence perfect location sight seeing walking distance restaurants shops book depository convention center rode trolley people hotel city friendly helpful"
"6806","18.7263970375061"
"6807","5"
"6808","9"
"6809","27"
"6810","0"
"6811","121"
"6812","3"
"6813","26"
"6814","0"
"6815","568"
"6816","en"
"6817","new favorite downtown dallas spent nights early june simply knocked great service friendly helpful staff uniqueness hotel unlike big chain hotel options available downtown cookiecutter rooms hotel lawrence guestroom decor different exactly alike rooms include little extra comforts like bathroom fully stocked organic shampoos lotions cotton pads qtips cute little glass jar fullbody spray adjustable shower dual heads rooms small drawback common historic hotels original rooms preserved intact historically speaking good thing room clean comfortable nicely decoratedbuilt lawrence restored care owners shown lot love old place researched hotel history understand importance proximity heart dallas great photographs hotel lawrence past adorn walls telling visitors story evolution railroad hotel tourist destinationmy room located corner niche th floor right ice machine elevator noise roused late night noises ghosts rumored haunt th floor room afforded great view old red courthouse dealey plaza course easy walking distance drawback parking street parking available nearby nt want feed parking meters easy selfparking train station door bucks valet parking option hotel offers another plus noisy hotel outside street traffic noise heard party palace like hyatt reunion quiet lowkey laidback easygoing staff helpful need offer free shuttle van help downtown going extra mile make sure need taken care liked able turn ac open window big chain hotels hermetically sealed windows lawrence offers nice breakfast morning free starbucks coffee good restaurant house business center free hispeed internet small workout room pretty need want swimming pool want look needs lawrence met totally exceeded expectations definitely return future trips dallas"
"6818","18.7264590263367"
"6819","5"
"6820","9"
"6821","27"
"6822","0"
"6823","121"
"6824","3"
"6825","26"
"6826","0"
"6827","569"
"6828","en"
"6829","art deco finest husband stayed hotel lawrence december flying state holidays warm cookies cold milk lobby definitely plus room nice bed comfortable slept soundly plus hotel directly restored train station site dealy plaza kennedy fans definitely stay"
"6830","18.7265849113464"
"6831","5"
"6832","9"
"6833","27"
"6834","0"
"6835","121"
"6836","3"
"6837","26"
"6838","0"
"6839","570"
"6840","en"
"6841","great shuttle service friendly staff offered shuttle service downtown dallas mile radius think efficient unlike hotels set specific times wait people bus shuttle helpful trip ready shuttle theregreat showers real different kind shower heads hit different directions unlike seen beforefriendly staff good valet service clean rooms good price blocks away kennedy assassination site blocks west end good location"
"6842","18.7266669273376"
"6843","5"
"6844","9"
"6845","27"
"6846","0"
"6847","121"
"6848","3"
"6849","26"
"6850","0"
"6851","571"
"6852","en"
"6853","great hotel dallas travelled dallas wife really wanted stay downtown dallas choose hotel lawrencethe hotel nice nad cozy atmosphere staff really nice breakfast included ok hotel lawrence free shuttle service downtown sights restaurants used perfectvisitor center just blocks street hotelwe really recommend mckinney ave trolley took downtown dallas exciting fun loved rodeo course try mesquite rodeo minute cabride drive car"
"6854","18.7267711162567"
"6855","5"
"6856","9"
"6857","27"
"6858","0"
"6859","121"
"6860","3"
"6861","26"
"6862","0"
"6863","572"
"6864","en"
"6865","enjoyed stayed wedding night brought family friends general consensus rooms small noted times fine bathrooms nicely unique showerhead seen nice touch nt lobby time enjoy cookies fresh oven grab way tasted just fine definitely recommend valet service believe probably spend garage plus nice mess walking area certain times daynightservice amazing dealt different receptionists fantasticanother nice touch bottle water free room need sell ca nt beat nice free paid extra additional bottles probably extraoverall great stay especially discounted rate wedding party sure pay normal rates stay consider stayed typically like king bed nt believe property especially fitting rooms leave virtually space elsein conclusion great service decent rooms small make place fine place spend night"
"6866","18.7268900871277"
"6867","5"
"6868","9"
"6869","27"
"6870","0"
"6871","121"
"6872","3"
"6873","26"
"6874","0"
"6875","573"
"6876","en"
"6877","enjoyed pleased way boyfriend treated hotel breakfast choices vast cookies milk downstairs night promised staff helpful kind offered bring asked room hesitation seriously nt understand reviewers staying plenty sitting room toilet think room little small night weekend nt ask definitely stay"
"6878","18.7269699573517"
"6879","5"
"6880","9"
"6881","27"
"6882","0"
"6883","121"
"6884","3"
"6885","26"
"6886","0"
"6887","574"
"6888","en"
"6889"," bad price stayed hotel lawrence nights attending wedding dallas decor nice easily smallest room stayed kidding wife nt stand bathroom time door barely missed edge bed entered room said paid night taxes included booked hotwire staff friendly cookies milk evenings nice touch nt think list time"
"6890","18.7270309925079"
"6891","5"
"6892","9"
"6893","27"
"6894","0"
"6895","121"
"6896","3"
"6897","26"
"6898","0"
"6899","575"
"6900","en"
"6901","lawrenceconvienient hotel lawrence really nice took year old dallas train ride loves trains chose lawrence directly amrak station west end activities chose right staff great took hotel shuttle aquarium zoo charge came pick super friendly youve pushed tired toddler stroller hill know nice shuttle service west end activities walking distance theyre just blocks overthe hotel classy small like mini version maintained skeptical queen size bed king worked best gave needed snuggle time cant beat price service nice space lobby rooms breakfast areas guess nothing perfect nice trip stay sure"
"6902","18.7270998954773"
"6903","5"
